video_id_and_cpn,codecs,dims_and_frames,bandwidth_kbps,buffer_health_seconds,date,drm_style,drm,debug_info,extra_debug_info,bandwidth_style,network_activity_style,network_activity_bytes,shader_info_style,playback_categories,volume,resolution,color,color_style,live_mode_style,live_latency_style,playback_categories_style,bandwidth_samples,network_activity_samples,live_latency_samples,buffer_health_samples,cotn_and_local_media_style,release_style,extra_debug_info_style,playback_fraction,current_time
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 100 dropped of 606,41306 Kbps,42.12 s,Fri Sep 22 2023 10:54:36 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:24.13 b:0.000-66.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.0961441930100494,24.129996
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 100 dropped of 613,41306 Kbps,41.86 s,Fri Sep 22 2023 10:54:37 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:24.38 b:0.000-66.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5287192.5],[0],[None],[41.859039306640625],display:none,display:none,display:none,0.0961441930100494,24.381008
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 101 dropped of 616,41306 Kbps,41.60 s,Fri Sep 22 2023 10:54:37 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:24.64 b:0.000-66.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.0961441930100494,24.636837
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 105 dropped of 623,41306 Kbps,41.35 s,Fri Sep 22 2023 10:54:37 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:24.88 b:0.000-66.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5287192.5],[0],[None],[41.347110748291016],display:none,display:none,display:none,0.0961441930100494,24.884956
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 110 dropped of 630,41306 Kbps,41.09 s,Fri Sep 22 2023 10:54:37 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:25.13 b:0.000-66.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.0961441930100494,25.131852
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 112 dropped of 634,41306 Kbps,40.84 s,Fri Sep 22 2023 10:54:38 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:25.38 b:0.000-66.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5287192.5],[0],[None],[40.835201263427734],display:none,display:none,display:none,0.0961441930100494,25.380652
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 117 dropped of 641,41306 Kbps,40.58 s,Fri Sep 22 2023 10:54:38 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:25.63 b:0.000-66.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.0961441930100494,25.629207
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 121 dropped of 647,41455 Kbps,43.32 s,Fri Sep 22 2023 10:54:38 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:25.88 b:0.000-69.080  pl_i:944 pbs:1309,,,,412 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5306183.5],[422306],[None],[43.323570251464844],display:none,display:none,display:none,0.1005090928137744,25.884503
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 125 dropped of 653,41455 Kbps,43.07 s,Fri Sep 22 2023 10:54:38 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:26.13 b:0.000-69.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1005090928137744,26.13253
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 129 dropped of 660,41455 Kbps,42.81 s,Fri Sep 22 2023 10:54:39 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:26.38 b:0.000-69.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5306183.5],[0],[None],[42.81147384643555],display:none,display:none,display:none,0.1005090928137744,26.38046
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 132 dropped of 666,41455 Kbps,42.56 s,Fri Sep 22 2023 10:54:39 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:26.64 b:0.000-69.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1005090928137744,26.636377
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 136 dropped of 672,41455 Kbps,42.31 s,Fri Sep 22 2023 10:54:39 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:26.88 b:0.000-69.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5306183.5],[0],[None],[42.30765914916992],display:none,display:none,display:none,0.1005090928137744,26.881339
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 141 dropped of 681,41455 Kbps,42.05 s,Fri Sep 22 2023 10:54:39 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:27.13 b:0.000-69.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1005090928137744,27.132355
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 145 dropped of 688,41455 Kbps,41.80 s,Fri Sep 22 2023 10:54:40 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:27.38 b:0.000-69.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5306183.5],[0],[None],[41.79570770263672],display:none,display:none,display:none,0.1005090928137744,27.380135
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 145 dropped of 694,41455 Kbps,41.54 s,Fri Sep 22 2023 10:54:40 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:27.64 b:0.000-69.080  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1005090928137744,27.636069
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 145 dropped of 697,41437 Kbps,44.92 s,Fri Sep 22 2023 10:54:40 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:27.88 b:0.000-72.720  pl_i:944 pbs:1309,,,,143 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5303918],[146584],[None],[44.9239387512207],display:none,display:none,display:none,0.1058051712422941,27.884118
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 707,41437 Kbps,44.67 s,Fri Sep 22 2023 10:54:40 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:28.13 b:0.000-72.720  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1058051712422941,28.132085
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 713,41437 Kbps,44.41 s,Fri Sep 22 2023 10:54:41 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:28.38 b:0.000-72.720  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5303918],[0],[None],[44.41185760498047],display:none,display:none,display:none,0.1058051712422941,28.380139
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 720,41437 Kbps,44.16 s,Fri Sep 22 2023 10:54:41 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:28.64 b:0.000-72.720  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1058051712422941,28.636067
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 726,41437 Kbps,43.90 s,Fri Sep 22 2023 10:54:41 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:28.88 b:0.000-72.720  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5303918],[0],[None],[43.89998245239258],display:none,display:none,display:none,0.1058051712422941,28.884099
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 732,41437 Kbps,43.65 s,Fri Sep 22 2023 10:54:41 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:29.13 b:0.000-72.720  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5303918],[0],[None],[43.64911651611328],display:none,display:none,display:none,0.1058051712422941,29.131957
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 738,41437 Kbps,43.40 s,Fri Sep 22 2023 10:54:42 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:29.38 b:0.000-72.720  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5303918],[0],[None],[43.395965576171875],display:none,display:none,display:none,0.1058051712422941,29.381051
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 744,41437 Kbps,43.14 s,Fri Sep 22 2023 10:54:42 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:29.64 b:0.000-72.720  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5303918],[0],[None],[43.144676208496094],display:none,display:none,display:none,0.1058051712422941,29.63612
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 750,41437 Kbps,42.89 s,Fri Sep 22 2023 10:54:42 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:29.88 b:0.000-72.720  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5303918],[0],[None],[42.89209747314453],display:none,display:none,display:none,0.1058051712422941,29.878499
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 756,41600 Kbps,49.56 s,Fri Sep 22 2023 10:54:42 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:30.13 b:0.000-79.640  pl_i:944 pbs:1309,,,,190 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[194572],[None],[49.561641693115234],display:none,display:none,display:none,0.1158735401228864,30.131876
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 763,41600 Kbps,49.31 s,Fri Sep 22 2023 10:54:43 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:30.38 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[49.30812072753906],display:none,display:none,display:none,0.1158735401228864,30.37983
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 769,41600 Kbps,49.06 s,Fri Sep 22 2023 10:54:43 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:30.64 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[49.055870056152344],display:none,display:none,display:none,0.1158735401228864,30.635735
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 149 dropped of 774,41600 Kbps,48.80 s,Fri Sep 22 2023 10:54:43 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:30.88 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[48.804195404052734],display:none,display:none,display:none,0.1158735401228864,30.88376
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 151 dropped of 780,41600 Kbps,48.55 s,Fri Sep 22 2023 10:54:43 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:31.13 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[48.55188751220703],display:none,display:none,display:none,0.1158735401228864,31.131735
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 788,41600 Kbps,48.30 s,Fri Sep 22 2023 10:54:44 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:31.38 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[48.300262451171875],display:none,display:none,display:none,0.1158735401228864,31.379779
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 794,41600 Kbps,48.05 s,Fri Sep 22 2023 10:54:44 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:31.64 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[48.047645568847656],display:none,display:none,display:none,0.1158735401228864,31.635879
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 800,41600 Kbps,47.80 s,Fri Sep 22 2023 10:54:44 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:31.88 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[47.79611587524414],display:none,display:none,display:none,0.1158735401228864,31.883922
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 806,41600 Kbps,47.54 s,Fri Sep 22 2023 10:54:44 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:32.13 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[47.54362106323242],display:none,display:none,display:none,0.1158735401228864,32.131932
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 813,41600 Kbps,47.29 s,Fri Sep 22 2023 10:54:45 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:32.38 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[47.29216766357422],display:none,display:none,display:none,0.1158735401228864,32.379954
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 819,41600 Kbps,47.04 s,Fri Sep 22 2023 10:54:45 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:32.63 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[47.03978729248047],display:none,display:none,display:none,0.1158735401228864,32.630811
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 825,41600 Kbps,46.79 s,Fri Sep 22 2023 10:54:45 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:32.88 b:0.000-79.640  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5324816],[0],[None],[46.78812789916992],display:none,display:none,display:none,0.1158735401228864,32.883774
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 831,41618 Kbps,46.90 s,Fri Sep 22 2023 10:54:45 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:33.13 b:0.000-80.001  pl_i:944 pbs:1309,,,,89 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327081.5],[91627],[None],[46.89708709716797],display:none,display:none,display:none,0.1163987830659347,33.12851
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 838,41620 Kbps,50.93 s,Fri Sep 22 2023 10:54:46 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:33.38 b:0.000-84.280  pl_i:944 pbs:1309,,,,457 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327392.5],[467721],[None],[50.92510986328125],display:none,display:none,display:none,0.1226245851526478,33.379737
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 844,41620 Kbps,50.67 s,Fri Sep 22 2023 10:54:46 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:33.63 b:0.000-84.280  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327392.5],[0],[None],[50.67050552368164],display:none,display:none,display:none,0.1226245851526478,33.631228
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 850,41620 Kbps,50.42 s,Fri Sep 22 2023 10:54:46 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:33.88 b:0.000-84.280  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327392.5],[0],[None],[50.419551849365234],display:none,display:none,display:none,0.1226245851526478,33.883592
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 856,41620 Kbps,50.17 s,Fri Sep 22 2023 10:54:46 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:34.13 b:0.000-84.280  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327392.5],[0],[None],[50.16790771484375],display:none,display:none,display:none,0.1226245851526478,34.131744
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 863,41620 Kbps,49.92 s,Fri Sep 22 2023 10:54:47 GMT-0700 (Pacific Daylight Time),display:none,,s:8 t:34.38 b:0.000-84.280  pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327392.5],[0],[None],[49.916316986083984],display:none,display:none,display:none,0.1226245851526478,34.378069
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41620 Kbps,49.72 s,Fri Sep 22 2023 10:54:47 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-84.280 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327392.5],[0],[None],[49.71662902832031],display:none,display:none,display:none,0.1226245851526478,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41620 Kbps,49.72 s,Fri Sep 22 2023 10:54:47 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-84.280 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327392.5],[0],[None],[49.71662902832031],display:none,display:none,display:none,0.1226245851526478,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41620 Kbps,49.72 s,Fri Sep 22 2023 10:54:47 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-84.280 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327392.5],[0],[None],[49.71662902832031],display:none,display:none,display:none,0.1226245851526478,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41618 Kbps,55.48 s,Fri Sep 22 2023 10:54:48 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-90.040 P pl_i:944 pbs:1309,,,,46 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327081.5],[46914],[None],[55.476627349853516],display:none,display:none,display:none,0.1310051927757998,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41618 Kbps,55.48 s,Fri Sep 22 2023 10:54:48 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-90.040 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327081.5],[0],[None],[55.476627349853516],display:none,display:none,display:none,0.1310051927757998,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41618 Kbps,55.48 s,Fri Sep 22 2023 10:54:48 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-90.040 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1310051927757998,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41618 Kbps,55.48 s,Fri Sep 22 2023 10:54:48 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-90.040 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1310051927757998,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41618 Kbps,55.48 s,Fri Sep 22 2023 10:54:49 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-90.040 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327081.5],[0],[None],[55.476627349853516],display:none,display:none,display:none,0.1310051927757998,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41618 Kbps,55.48 s,Fri Sep 22 2023 10:54:49 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-90.040 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[],[],[],[],display:none,display:none,display:none,0.1310051927757998,34.563372
tKydpb0z6i0 / DNAJ HHVD YJJ1,av01.0.05M.08 (398) / opus (251),870x489 / 153 dropped of 867,41618 Kbps,55.48 s,Fri Sep 22 2023 10:54:49 GMT-0700 (Pacific Daylight Time),display:none,,s:4 t:34.56 b:0.000-90.040 P pl_i:944 pbs:1309,,,,0 KB,display:none,,100% / 100% (content loudness -9.4dB),1280x720@25 / 854x480@25,bt709 / bt709,,display:none,display:none,display:none,[5327081.5],[0],[None],[55.476627349853516],display:none,display:none,display:none,0.1310051927757998,34.563372
