attributes,currentTime,duration,extension_loaded_time,isConnected,networkState,paused,platform,playbackRate,preload,readyState,remote,url,videoHeight,videoWidth,webkitAudioDecodedByteCount,webkitDecodedFrameCount,webkitDroppedFrameCount,webkitVideoDecodedByteCount
"[{'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'playsinline', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'playsinline', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'playsinline', 'nodeType': 2, 'nodeValue': '', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': '', 'value': ''}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'preload', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'preload', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'preload', 'nodeType': 2, 'nodeValue': 'auto', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'auto', 'value': 'auto'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'src', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'src', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'src', 'nodeType': 2, 'nodeValue': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c004-tx2/oc0zPLB8fACighDRIfUrfbIA4FjtzKHGwqEQIa/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3288&bt=1644&cs=0&ds=6&ft=4KJMyMzm8Zmo0_2XS-4jVugbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc6ZGg4OTYzZGU1Njo8OkBpanRrdnM5cm5zcDMzaTczNEAzYTAuXmAuXjIxXzYwLmEvYSMzZDRqMmRjc15gLS1kMTJzcw%3D%3D&btag=e00088000&expire=1712644843&l=20240409004028B04ED0EE6C128C1C97D1&ply_type=2&policy=2&signature=4f5a2cbf2040d4e4d6f401a03860411b&tk=tt_chain_token', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c004-tx2/oc0zPLB8fACighDRIfUrfbIA4FjtzKHGwqEQIa/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3288&bt=1644&cs=0&ds=6&ft=4KJMyMzm8Zmo0_2XS-4jVugbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc6ZGg4OTYzZGU1Njo8OkBpanRrdnM5cm5zcDMzaTczNEAzYTAuXmAuXjIxXzYwLmEvYSMzZDRqMmRjc15gLS1kMTJzcw%3D%3D&btag=e00088000&expire=1712644843&l=20240409004028B04ED0EE6C128C1C97D1&ply_type=2&policy=2&signature=4f5a2cbf2040d4e4d6f401a03860411b&tk=tt_chain_token', 'value': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c004-tx2/oc0zPLB8fACighDRIfUrfbIA4FjtzKHGwqEQIa/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3288&bt=1644&cs=0&ds=6&ft=4KJMyMzm8Zmo0_2XS-4jVugbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc6ZGg4OTYzZGU1Njo8OkBpanRrdnM5cm5zcDMzaTczNEAzYTAuXmAuXjIxXzYwLmEvYSMzZDRqMmRjc15gLS1kMTJzcw%3D%3D&btag=e00088000&expire=1712644843&l=20240409004028B04ED0EE6C128C1C97D1&ply_type=2&policy=2&signature=4f5a2cbf2040d4e4d6f401a03860411b&tk=tt_chain_token'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'crossorigin', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'crossorigin', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'crossorigin', 'nodeType': 2, 'nodeValue': 'use-credentials', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'use-credentials', 'value': 'use-credentials'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'style', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'style', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'style', 'nodeType': 2, 'nodeValue': 'width: 100%; height: 100%;', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'width: 100%; height: 100%;', 'value': 'width: 100%; height: 100%;'}]",0,,1712623277162,True,2,True,tiktok,1,auto,0,"{'addEventListener': {}, 'cancelWatchAvailability': {}, 'dispatchEvent': {}, 'onconnect': None, 'onconnecting': None, 'ondisconnect': None, 'prompt': {}, 'removeEventListener': {}, 'state': 'disconnected', 'watchAvailability': {}}",https://www.tiktok.com/@justmaiko/video/7319932559876525342,0,0,0,0,0,0
"[{'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'playsinline', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'playsinline', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'playsinline', 'nodeType': 2, 'nodeValue': '', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': '', 'value': ''}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'preload', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'preload', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'preload', 'nodeType': 2, 'nodeValue': 'auto', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'auto', 'value': 'auto'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'src', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'src', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'src', 'nodeType': 2, 'nodeValue': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c004-tx2/oc0zPLB8fACighDRIfUrfbIA4FjtzKHGwqEQIa/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3288&bt=1644&cs=0&ds=6&ft=4KJMyMzm8Zmo0_2XS-4jVugbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc6ZGg4OTYzZGU1Njo8OkBpanRrdnM5cm5zcDMzaTczNEAzYTAuXmAuXjIxXzYwLmEvYSMzZDRqMmRjc15gLS1kMTJzcw%3D%3D&btag=e00088000&expire=1712644843&l=20240409004028B04ED0EE6C128C1C97D1&ply_type=2&policy=2&signature=4f5a2cbf2040d4e4d6f401a03860411b&tk=tt_chain_token', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c004-tx2/oc0zPLB8fACighDRIfUrfbIA4FjtzKHGwqEQIa/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3288&bt=1644&cs=0&ds=6&ft=4KJMyMzm8Zmo0_2XS-4jVugbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc6ZGg4OTYzZGU1Njo8OkBpanRrdnM5cm5zcDMzaTczNEAzYTAuXmAuXjIxXzYwLmEvYSMzZDRqMmRjc15gLS1kMTJzcw%3D%3D&btag=e00088000&expire=1712644843&l=20240409004028B04ED0EE6C128C1C97D1&ply_type=2&policy=2&signature=4f5a2cbf2040d4e4d6f401a03860411b&tk=tt_chain_token', 'value': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast8/tos-useast8-ve-0068c004-tx2/oc0zPLB8fACighDRIfUrfbIA4FjtzKHGwqEQIa/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=3288&bt=1644&cs=0&ds=6&ft=4KJMyMzm8Zmo0_2XS-4jVugbdpWrKsd.&mime_type=video_mp4&qs=0&rc=ODc6ZGg4OTYzZGU1Njo8OkBpanRrdnM5cm5zcDMzaTczNEAzYTAuXmAuXjIxXzYwLmEvYSMzZDRqMmRjc15gLS1kMTJzcw%3D%3D&btag=e00088000&expire=1712644843&l=20240409004028B04ED0EE6C128C1C97D1&ply_type=2&policy=2&signature=4f5a2cbf2040d4e4d6f401a03860411b&tk=tt_chain_token'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'crossorigin', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'crossorigin', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'crossorigin', 'nodeType': 2, 'nodeValue': 'use-credentials', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'use-credentials', 'value': 'use-credentials'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/7319932559876525342', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'style', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'style', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'style', 'nodeType': 2, 'nodeValue': 'width: 100%; height: 100%;', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""062c8b6731866b9ccae786782054ff02"", element=""FA7E532ADCE0CFA5E1B77549E9880836_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'width: 100%; height: 100%;', 'value': 'width: 100%; height: 100%;'}]",0,,1712623277426,True,2,True,tiktok,1,auto,0,"{'addEventListener': {}, 'cancelWatchAvailability': {}, 'dispatchEvent': {}, 'onconnect': None, 'onconnecting': None, 'ondisconnect': None, 'prompt': {}, 'removeEventListener': {}, 'state': 'disconnected', 'watchAvailability': {}}",https://www.tiktok.com/@justmaiko/video/7319932559876525342,0,0,0,0,0,0
