attributes,currentTime,duration,extension_loaded_time,isConnected,networkState,paused,platform,playbackRate,preload,readyState,remote,url,videoHeight,videoWidth,webkitAudioDecodedByteCount,webkitDecodedFrameCount,webkitDroppedFrameCount,webkitVideoDecodedByteCount
"[{'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'playsinline', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'playsinline', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'playsinline', 'nodeType': 2, 'nodeValue': '', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': '', 'value': ''}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'preload', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'preload', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'preload', 'nodeType': 2, 'nodeValue': 'auto', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'auto', 'value': 'auto'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'src', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'src', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'src', 'nodeType': 2, 'nodeValue': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/08fc044b3ced46bb8b72933da825fb84/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=4274&bt=2137&cs=0&ds=6&ft=4KJMyMzm8Zmo0FSXS-4jViEbdpWrKsd.&mime_type=video_mp4&qs=0&rc=PDRpOWU0NWVkOjdkPGk1Z0BpanRpZGlrb3k2dTMzZjczM0BjYF4uMWEyXjYxLjNjMTRgYSNpMWFzcHFkYW1fLS0tMTZzcw%3D%3D&btag=e00088000&expire=1712644761&l=202404090039067D841C5BCCEBD21C8E9B&ply_type=2&policy=2&signature=5a3dc2344d1daca77daa9f89c55ed900&tk=tt_chain_token', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/08fc044b3ced46bb8b72933da825fb84/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=4274&bt=2137&cs=0&ds=6&ft=4KJMyMzm8Zmo0FSXS-4jViEbdpWrKsd.&mime_type=video_mp4&qs=0&rc=PDRpOWU0NWVkOjdkPGk1Z0BpanRpZGlrb3k2dTMzZjczM0BjYF4uMWEyXjYxLjNjMTRgYSNpMWFzcHFkYW1fLS0tMTZzcw%3D%3D&btag=e00088000&expire=1712644761&l=202404090039067D841C5BCCEBD21C8E9B&ply_type=2&policy=2&signature=5a3dc2344d1daca77daa9f89c55ed900&tk=tt_chain_token', 'value': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/08fc044b3ced46bb8b72933da825fb84/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=4274&bt=2137&cs=0&ds=6&ft=4KJMyMzm8Zmo0FSXS-4jViEbdpWrKsd.&mime_type=video_mp4&qs=0&rc=PDRpOWU0NWVkOjdkPGk1Z0BpanRpZGlrb3k2dTMzZjczM0BjYF4uMWEyXjYxLjNjMTRgYSNpMWFzcHFkYW1fLS0tMTZzcw%3D%3D&btag=e00088000&expire=1712644761&l=202404090039067D841C5BCCEBD21C8E9B&ply_type=2&policy=2&signature=5a3dc2344d1daca77daa9f89c55ed900&tk=tt_chain_token'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'crossorigin', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'crossorigin', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'crossorigin', 'nodeType': 2, 'nodeValue': 'use-credentials', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'use-credentials', 'value': 'use-credentials'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'style', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'style', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'style', 'nodeType': 2, 'nodeValue': 'width: 100%; height: 100%;', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'width: 100%; height: 100%;', 'value': 'width: 100%; height: 100%;'}]",0,,1712623190972,True,2,True,tiktok,1,auto,0,"{'addEventListener': {}, 'cancelWatchAvailability': {}, 'dispatchEvent': {}, 'onconnect': None, 'onconnecting': None, 'ondisconnect': None, 'prompt': {}, 'removeEventListener': {}, 'state': 'disconnected', 'watchAvailability': {}}",https://www.tiktok.com/@justmaiko/video/6841591262680730886,0,0,0,0,0,0
"[{'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'playsinline', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'playsinline', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'playsinline', 'nodeType': 2, 'nodeValue': '', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': '', 'value': ''}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'preload', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'preload', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'preload', 'nodeType': 2, 'nodeValue': 'auto', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'auto', 'value': 'auto'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'src', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'src', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'src', 'nodeType': 2, 'nodeValue': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/08fc044b3ced46bb8b72933da825fb84/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=4274&bt=2137&cs=0&ds=6&ft=4KJMyMzm8Zmo0FSXS-4jViEbdpWrKsd.&mime_type=video_mp4&qs=0&rc=PDRpOWU0NWVkOjdkPGk1Z0BpanRpZGlrb3k2dTMzZjczM0BjYF4uMWEyXjYxLjNjMTRgYSNpMWFzcHFkYW1fLS0tMTZzcw%3D%3D&btag=e00088000&expire=1712644761&l=202404090039067D841C5BCCEBD21C8E9B&ply_type=2&policy=2&signature=5a3dc2344d1daca77daa9f89c55ed900&tk=tt_chain_token', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/08fc044b3ced46bb8b72933da825fb84/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=4274&bt=2137&cs=0&ds=6&ft=4KJMyMzm8Zmo0FSXS-4jViEbdpWrKsd.&mime_type=video_mp4&qs=0&rc=PDRpOWU0NWVkOjdkPGk1Z0BpanRpZGlrb3k2dTMzZjczM0BjYF4uMWEyXjYxLjNjMTRgYSNpMWFzcHFkYW1fLS0tMTZzcw%3D%3D&btag=e00088000&expire=1712644761&l=202404090039067D841C5BCCEBD21C8E9B&ply_type=2&policy=2&signature=5a3dc2344d1daca77daa9f89c55ed900&tk=tt_chain_token', 'value': 'https://v16-webapp-prime.us.tiktok.com/video/tos/useast5/tos-useast5-ve-0068c002-tx/08fc044b3ced46bb8b72933da825fb84/?a=1988&bti=ODszNWYuMDE6&ch=0&cr=3&dr=0&lr=unwatermarked&cd=0%7C0%7C0%7C&cv=1&br=4274&bt=2137&cs=0&ds=6&ft=4KJMyMzm8Zmo0FSXS-4jViEbdpWrKsd.&mime_type=video_mp4&qs=0&rc=PDRpOWU0NWVkOjdkPGk1Z0BpanRpZGlrb3k2dTMzZjczM0BjYF4uMWEyXjYxLjNjMTRgYSNpMWFzcHFkYW1fLS0tMTZzcw%3D%3D&btag=e00088000&expire=1712644761&l=202404090039067D841C5BCCEBD21C8E9B&ply_type=2&policy=2&signature=5a3dc2344d1daca77daa9f89c55ed900&tk=tt_chain_token'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'crossorigin', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'crossorigin', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'crossorigin', 'nodeType': 2, 'nodeValue': 'use-credentials', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'use-credentials', 'value': 'use-credentials'}, {'ATTRIBUTE_NODE': 2, 'CDATA_SECTION_NODE': 4, 'COMMENT_NODE': 8, 'DOCUMENT_FRAGMENT_NODE': 11, 'DOCUMENT_NODE': 9, 'DOCUMENT_POSITION_CONTAINED_BY': 16, 'DOCUMENT_POSITION_CONTAINS': 8, 'DOCUMENT_POSITION_DISCONNECTED': 1, 'DOCUMENT_POSITION_FOLLOWING': 4, 'DOCUMENT_POSITION_IMPLEMENTATION_SPECIFIC': 32, 'DOCUMENT_POSITION_PRECEDING': 2, 'DOCUMENT_TYPE_NODE': 10, 'ELEMENT_NODE': 1, 'ENTITY_NODE': 6, 'ENTITY_REFERENCE_NODE': 5, 'NOTATION_NODE': 12, 'PROCESSING_INSTRUCTION_NODE': 7, 'TEXT_NODE': 3, 'addEventListener': {}, 'appendChild': {}, 'baseURI': 'https://www.tiktok.com/@justmaiko/video/6841591262680730886', 'childNodes': [], 'cloneNode': {}, 'compareDocumentPosition': {}, 'contains': {}, 'dispatchEvent': {}, 'firstChild': None, 'getRootNode': {}, 'hasChildNodes': {}, 'insertBefore': {}, 'isConnected': False, 'isDefaultNamespace': {}, 'isEqualNode': {}, 'isSameNode': {}, 'lastChild': None, 'localName': 'style', 'lookupNamespaceURI': {}, 'lookupPrefix': {}, 'name': 'style', 'namespaceURI': None, 'nextSibling': None, 'nodeName': 'style', 'nodeType': 2, 'nodeValue': 'width: 100%; height: 100%;', 'normalize': {}, 'ownerDocument': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_1"")>, 'ownerElement': <selenium.webdriver.remote.webelement.WebElement (session=""e68dc7fd1d1514d7ed922d7e573b9d6f"", element=""28A8B8A322E19D7022B8140608E9E1DE_element_4"")>, 'parentElement': None, 'parentNode': None, 'prefix': None, 'previousSibling': None, 'removeChild': {}, 'removeEventListener': {}, 'replaceChild': {}, 'specified': True, 'textContent': 'width: 100%; height: 100%;', 'value': 'width: 100%; height: 100%;'}]",0,,1712623191244,True,2,True,tiktok,1,auto,0,"{'addEventListener': {}, 'cancelWatchAvailability': {}, 'dispatchEvent': {}, 'onconnect': None, 'onconnecting': None, 'ondisconnect': None, 'prompt': {}, 'removeEventListener': {}, 'state': 'disconnected', 'watchAvailability': {}}",https://www.tiktok.com/@justmaiko/video/6841591262680730886,0,0,0,0,0,0
